sdt_SID,sdt_Validity,sdt_Target,sdt_nontargetContrast,det_dPrime,det_crit,dis_dPrime,dis_crit
"S0108",3,1,3,3.01860178716702,0.656805859308818,2.26645084219637,-0.669517669641006
"S0108",1,2,3,5.13055859453705,-6.66133814775094e-16,2.92398069072026,-0.574843786341256
"S0108",2,2,3,4.33221350578466,-2.22044604925031e-16,2.42126710337142,-0.323486992666835
"S0108",3,2,3,4.33221350578466,-2.22044604925031e-16,2.71030204866581,-0.534358936000525
"S0111",1,1,1,3.02572978537998,-0.163074830083452,2.67165400664564,0.268256479444681
"S0111",2,1,1,2.68446992472856,-0.191885581988269,2.21980175501624,0.408028282086159
"S0111",3,1,1,3.62157589731547,0.61240824635081,2.5556114505721,0.863392395685971
"S0111",1,2,1,3.22474279313514,-0.119292999554675,2.87091930191134,0.408305378040668
"S0111",2,2,1,4.41717980089709,0.214606294560001,3.84449632364635,-0.231626532238279
"S0111",3,2,1,4.01660656148311,0.145571413319902,2.83776491584204,0.429713830580387
"S0111",1,1,2,3.41213684663127,-0.604922914941784,2.75451459990347,-0.00573682714890311
"S0111",2,1,2,2.81694405933681,-0.757634723223926,2.68446992472856,0.191885581988269
"S0111",3,1,2,3.60030691257871,0.365953296602975,2.44186402967721,0.641799852583048
"S0111",1,2,2,2.82748898453865,-0.211236229343875,2.8256263984209,0.28847496764181
"S0111",2,2,2,4.33221350578466,-2.22044604925031e-16,3.24121220026409,-0.268903860201384
"S0111",3,2,2,3.85672838247723,-0.237742561653716,2.42126710337142,0.323486992666835
"S0111",1,1,3,3.11465852322288,0.174335134510804,2.81871917630878,0.600515184040995
"S0111",2,1,3,3.26291031498584,0.534651595399408,1.79446717816522,0.603852356961416
"S0111",3,1,3,3.13352831899403,0.599342593395314,2.05676000984558,0.834351862498863
"S0111",1,2,3,3.89956599912304,0.0870511321398685,2.96688346181081,0.544627414028502
"S0111",2,2,3,3.85672838247723,0.237742561653715,3.75224182775508,0.0133890464558893
"S0111",3,2,3,3.60030691257871,0.365953296602975,2.87272203667123,0.426370849086035
"S0122",1,1,1,3.21114908093729,-0.187777402472378,1.76467219072058,0.0637865760042999
"S0122",2,1,1,3.90474068543465,-0.470825852291221,1.41224023457131,0.303870051963928
"S0122",3,1,1,4.01660656148311,-0.145571413319902,1.61975401935983,0.321100598565244
"S0122",1,2,1,3.76849852782363,-0.152584867789571,3.15955276254012,-0.27359052573766
"S0122",2,2,1,3.687995238414,-0.309877074854455,2.99370947566681,-0.365877129588247
"S0122",3,2,1,3.8298144168349,0.238967485644006,2.14177466693634,0.229266099895255
"S0122",1,1,2,3.60392601024336,-0.763316292146846,1.22058922037267,5.55111512312578e-17
"S0122",2,1,2,3.26291031498584,-0.534651595399408,0.887146559018876,0.443573279509438
"S0122",3,1,2,3.85672838247723,-0.237742561653716,2.30069876075202,-0
"S0122",1,2,2,4.06371294961074,-0.533422822463157,3.09130658347144,-0.491180839965667
"S0122",2,2,2,3.26291031498584,-0.534651595399408,2.68446992472856,-0.191885581988269
"S0122",3,2,2,3.7254637348433,-0,2.37574177792546,0.346249655389816
"S0122",1,1,3,3.76539894111346,0.428291867700689,2.59788950813754,0.202141191975256
"S0122",2,1,3,4.33221350578466,-2.22044604925031e-16,2.03749593939488,0.131601410678566
"S0122",3,1,3,3.7254637348433,-0,1.11077161663679,0.555385808318393
"S0122",1,2,3,3.76849852782363,0.152584867789571,3.42335061301946,-2.22044604925031e-16
"S0122",2,2,3,3.85672838247723,0.237742561653715,2.89950012958301,-0.439759895541924
"S0122",3,2,3,3.60030691257871,0.365953296602975,1.9523928502097,0.134575191531936
"S0133",1,1,1,4.07366826340278,4.44089209850063e-16,3.43801686763798,-0.588030825573833
"S0133",2,1,1,3.18074276472519,-0.272360485059058,1.44966316644375,-0.26433704411876
"S0133",3,1,1,3.5386715901951,0.093396072324104,1.6553781209532,-0.303288547768559
"S0133",1,2,1,4.71555662899548,-0.203903620436283,3.18055397792493,-0.14138740715978
"S0133",2,2,1,4.41717980089709,0.214606294560001,2.52791932884386,-0.253969495172348
"S0133",3,2,1,3.09373686076971,-0.129071292388588,2.26757499946512,-0.166365933630861
"S0133",1,1,2,4.24617329961325,-0.442192647461899,3.1871835120774,-0.44324237566269
"S0133",2,1,2,2.42126710337142,-0.323486992666835,0.539273989302959,-0.353288728558608
"S0133",3,1,2,3.60030691257871,-0.365953296602975,1.30766006498618,-0.496519347882919
"S0133",1,2,2,4.51218207351095,-0.309188260513052,3.26578494047479,-0.0987719258848496
"S0133",2,2,2,4.33221350578466,-2.22044604925031e-16,2.20861029454863,-0.429815397078232
"S0133",3,2,2,3.13352831899403,-0.599342593395314,1.82483913057209,-0.237929815089963
"S0133",1,1,3,4.24617329961325,0.442192647461898,3.38546890119037,-0.618256887662236
"S0133",2,1,3,4.33221350578466,-2.22044604925031e-16,2.68446992472856,-0.191885581988269
"S0133",3,1,3,3.41386060824365,0.459176448770503,2.17834214051493,-0.021600546379322
"S0133",1,2,3,4.62198267651484,-6.66133814775094e-16,3.10318486892508,-0.180071961659707
"S0133",2,2,3,3.85672838247723,0.237742561653715,3.03520649039657,0.0165172991542608
"S0133",3,2,3,3.41386060824365,0.459176448770503,2.96631973872955,-0.0179260766792511
